,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Country_name,Continent
702,PISASCIENCE,BOY,MEANSCORE,A,2006,491.0,Spain,EU
703,PISASCIENCE,BOY,MEANSCORE,A,2009,492.0,Spain,EU
704,PISASCIENCE,BOY,MEANSCORE,A,2012,500.119,Spain,EU
705,PISASCIENCE,BOY,MEANSCORE,A,2015,496.0,Spain,EU
706,PISASCIENCE,BOY,MEANSCORE,A,2018,484.0,Spain,EU
707,PISASCIENCE,GIRL,MEANSCORE,A,2006,486.0,Spain,EU
708,PISASCIENCE,GIRL,MEANSCORE,A,2009,485.0,Spain,EU
709,PISASCIENCE,GIRL,MEANSCORE,A,2012,492.658,Spain,EU
710,PISASCIENCE,GIRL,MEANSCORE,A,2015,489.0,Spain,EU
711,PISASCIENCE,GIRL,MEANSCORE,A,2018,482.0,Spain,EU
712,PISASCIENCE,BOY,MEANSCORE,A,2006,504.0,Sweden,EU
713,PISASCIENCE,BOY,MEANSCORE,A,2009,493.0,Sweden,EU
714,PISASCIENCE,BOY,MEANSCORE,A,2012,481.151,Sweden,EU
715,PISASCIENCE,BOY,MEANSCORE,A,2015,491.0,Sweden,EU
716,PISASCIENCE,BOY,MEANSCORE,A,2018,496.0,Sweden,EU
717,PISASCIENCE,GIRL,MEANSCORE,A,2006,503.0,Sweden,EU
718,PISASCIENCE,GIRL,MEANSCORE,A,2009,497.0,Sweden,EU
719,PISASCIENCE,GIRL,MEANSCORE,A,2012,488.513,Sweden,EU
720,PISASCIENCE,GIRL,MEANSCORE,A,2015,496.0,Sweden,EU
721,PISASCIENCE,GIRL,MEANSCORE,A,2018,503.0,Sweden,EU
722,PISASCIENCE,BOY,MEANSCORE,A,2006,514.0,Switzerland,EU
723,PISASCIENCE,BOY,MEANSCORE,A,2009,520.0,Switzerland,EU
724,PISASCIENCE,BOY,MEANSCORE,A,2012,518.255,Switzerland,EU
725,PISASCIENCE,BOY,MEANSCORE,A,2015,508.0,Switzerland,EU
726,PISASCIENCE,BOY,MEANSCORE,A,2018,495.0,Switzerland,EU
727,PISASCIENCE,GIRL,MEANSCORE,A,2006,509.0,Switzerland,EU
728,PISASCIENCE,GIRL,MEANSCORE,A,2009,512.0,Switzerland,EU
729,PISASCIENCE,GIRL,MEANSCORE,A,2012,512.331,Switzerland,EU
730,PISASCIENCE,GIRL,MEANSCORE,A,2015,502.0,Switzerland,EU
731,PISASCIENCE,GIRL,MEANSCORE,A,2018,495.0,Switzerland,EU
732,PISASCIENCE,BOY,MEANSCORE,A,2006,418.0,Turkey,AS
733,PISASCIENCE,BOY,MEANSCORE,A,2009,448.0,Turkey,AS
734,PISASCIENCE,BOY,MEANSCORE,A,2012,458.316,Turkey,AS
735,PISASCIENCE,BOY,MEANSCORE,A,2015,422.0,Turkey,AS
736,PISASCIENCE,BOY,MEANSCORE,A,2018,465.0,Turkey,AS
737,PISASCIENCE,GIRL,MEANSCORE,A,2006,430.0,Turkey,AS
738,PISASCIENCE,GIRL,MEANSCORE,A,2009,460.0,Turkey,AS
739,PISASCIENCE,GIRL,MEANSCORE,A,2012,468.622,Turkey,AS
740,PISASCIENCE,GIRL,MEANSCORE,A,2015,429.0,Turkey,AS
741,PISASCIENCE,GIRL,MEANSCORE,A,2018,472.0,Turkey,AS
742,PISASCIENCE,BOY,MEANSCORE,A,2006,520.0,United Kingdom,EU
743,PISASCIENCE,BOY,MEANSCORE,A,2009,519.0,United Kingdom,EU
744,PISASCIENCE,BOY,MEANSCORE,A,2012,520.622,United Kingdom,EU
745,PISASCIENCE,BOY,MEANSCORE,A,2015,510.0,United Kingdom,EU
746,PISASCIENCE,BOY,MEANSCORE,A,2018,506.0,United Kingdom,EU
747,PISASCIENCE,GIRL,MEANSCORE,A,2006,510.0,United Kingdom,EU
748,PISASCIENCE,GIRL,MEANSCORE,A,2009,509.0,United Kingdom,EU
749,PISASCIENCE,GIRL,MEANSCORE,A,2012,507.883,United Kingdom,EU
750,PISASCIENCE,GIRL,MEANSCORE,A,2015,509.0,United Kingdom,EU
751,PISASCIENCE,GIRL,MEANSCORE,A,2018,503.0,United Kingdom,EU
752,PISASCIENCE,BOY,MEANSCORE,A,2006,489.0,United States,'NA'
753,PISASCIENCE,BOY,MEANSCORE,A,2009,509.0,United States,'NA'
754,PISASCIENCE,BOY,MEANSCORE,A,2012,496.529,United States,'NA'
755,PISASCIENCE,BOY,MEANSCORE,A,2015,500.0,United States,'NA'
756,PISASCIENCE,BOY,MEANSCORE,A,2018,503.0,United States,'NA'
757,PISASCIENCE,GIRL,MEANSCORE,A,2006,489.0,United States,'NA'
758,PISASCIENCE,GIRL,MEANSCORE,A,2009,495.0,United States,'NA'
759,PISASCIENCE,GIRL,MEANSCORE,A,2012,498.325,United States,'NA'
760,PISASCIENCE,GIRL,MEANSCORE,A,2015,493.0,United States,'NA'
761,PISASCIENCE,GIRL,MEANSCORE,A,2018,502.0,United States,'NA'
762,PISASCIENCE,BOY,MEANSCORE,A,2006,395.0,Brazil,SA
763,PISASCIENCE,BOY,MEANSCORE,A,2009,407.0,Brazil,SA
764,PISASCIENCE,BOY,MEANSCORE,A,2012,405.541,Brazil,SA
765,PISASCIENCE,BOY,MEANSCORE,A,2015,403.0,Brazil,SA
766,PISASCIENCE,BOY,MEANSCORE,A,2018,403.0,Brazil,SA
767,PISASCIENCE,GIRL,MEANSCORE,A,2006,386.0,Brazil,SA
768,PISASCIENCE,GIRL,MEANSCORE,A,2009,404.0,Brazil,SA
769,PISASCIENCE,GIRL,MEANSCORE,A,2012,403.949,Brazil,SA
770,PISASCIENCE,GIRL,MEANSCORE,A,2015,399.0,Brazil,SA
771,PISASCIENCE,GIRL,MEANSCORE,A,2018,404.0,Brazil,SA
772,PISASCIENCE,BOY,MEANSCORE,A,2006,448.0,Chile,SA
773,PISASCIENCE,BOY,MEANSCORE,A,2009,452.0,Chile,SA
774,PISASCIENCE,BOY,MEANSCORE,A,2012,448.441,Chile,SA
775,PISASCIENCE,BOY,MEANSCORE,A,2015,454.0,Chile,SA
776,PISASCIENCE,BOY,MEANSCORE,A,2018,445.0,Chile,SA
777,PISASCIENCE,GIRL,MEANSCORE,A,2006,426.0,Chile,SA
778,PISASCIENCE,GIRL,MEANSCORE,A,2009,443.0,Chile,SA
779,PISASCIENCE,GIRL,MEANSCORE,A,2012,441.645,Chile,SA
780,PISASCIENCE,GIRL,MEANSCORE,A,2015,440.0,Chile,SA
781,PISASCIENCE,GIRL,MEANSCORE,A,2018,442.0,Chile,SA
782,PISASCIENCE,BOY,MEANSCORE,A,2006,530.0,Estonia,EU
783,PISASCIENCE,BOY,MEANSCORE,A,2009,527.0,Estonia,EU
784,PISASCIENCE,BOY,MEANSCORE,A,2012,540.177,Estonia,EU
785,PISASCIENCE,BOY,MEANSCORE,A,2015,536.0,Estonia,EU
786,PISASCIENCE,BOY,MEANSCORE,A,2018,528.0,Estonia,EU
787,PISASCIENCE,GIRL,MEANSCORE,A,2006,533.0,Estonia,EU
788,PISASCIENCE,GIRL,MEANSCORE,A,2009,528.0,Estonia,EU
789,PISASCIENCE,GIRL,MEANSCORE,A,2012,542.608,Estonia,EU
790,PISASCIENCE,GIRL,MEANSCORE,A,2015,533.0,Estonia,EU
791,PISASCIENCE,GIRL,MEANSCORE,A,2018,533.0,Estonia,EU
792,PISASCIENCE,BOY,MEANSCORE,A,2006,399.0,Indonesia,AS
793,PISASCIENCE,BOY,MEANSCORE,A,2009,378.0,Indonesia,AS
794,PISASCIENCE,BOY,MEANSCORE,A,2012,380.409,Indonesia,AS
795,PISASCIENCE,BOY,MEANSCORE,A,2015,401.0,Indonesia,AS
796,PISASCIENCE,BOY,MEANSCORE,A,2018,393.0,Indonesia,AS
797,PISASCIENCE,GIRL,MEANSCORE,A,2006,387.0,Indonesia,AS
798,PISASCIENCE,GIRL,MEANSCORE,A,2009,387.0,Indonesia,AS
799,PISASCIENCE,GIRL,MEANSCORE,A,2012,383.459,Indonesia,AS
800,PISASCIENCE,GIRL,MEANSCORE,A,2015,405.0,Indonesia,AS
801,PISASCIENCE,GIRL,MEANSCORE,A,2018,399.0,Indonesia,AS
802,PISASCIENCE,BOY,MEANSCORE,A,2006,456.0,Israel,AS
803,PISASCIENCE,BOY,MEANSCORE,A,2009,453.0,Israel,AS
804,PISASCIENCE,BOY,MEANSCORE,A,2012,469.715,Israel,AS
805,PISASCIENCE,BOY,MEANSCORE,A,2015,469.0,Israel,AS
806,PISASCIENCE,BOY,MEANSCORE,A,2018,452.0,Israel,AS
807,PISASCIENCE,GIRL,MEANSCORE,A,2006,452.0,Israel,AS
808,PISASCIENCE,GIRL,MEANSCORE,A,2009,456.0,Israel,AS
809,PISASCIENCE,GIRL,MEANSCORE,A,2012,470.419,Israel,AS
810,PISASCIENCE,GIRL,MEANSCORE,A,2015,464.0,Israel,AS
811,PISASCIENCE,GIRL,MEANSCORE,A,2018,471.0,Israel,AS
812,PISASCIENCE,BOY,MEANSCORE,A,2009,477.0,Russian Federation,EU
813,PISASCIENCE,BOY,MEANSCORE,A,2012,483.532,Russian Federation,EU
814,PISASCIENCE,BOY,MEANSCORE,A,2015,489.0,Russian Federation,EU
815,PISASCIENCE,BOY,MEANSCORE,A,2018,477.0,Russian Federation,EU
816,PISASCIENCE,GIRL,MEANSCORE,A,2009,480.0,Russian Federation,EU
817,PISASCIENCE,GIRL,MEANSCORE,A,2012,489.058,Russian Federation,EU
818,PISASCIENCE,GIRL,MEANSCORE,A,2015,485.0,Russian Federation,EU
819,PISASCIENCE,GIRL,MEANSCORE,A,2018,478.0,Russian Federation,EU
820,PISASCIENCE,BOY,MEANSCORE,A,2006,515.0,Slovenia,EU
821,PISASCIENCE,BOY,MEANSCORE,A,2009,505.0,Slovenia,EU
822,PISASCIENCE,BOY,MEANSCORE,A,2012,509.882,Slovenia,EU
823,PISASCIENCE,BOY,MEANSCORE,A,2015,510.0,Slovenia,EU
824,PISASCIENCE,BOY,MEANSCORE,A,2018,502.0,Slovenia,EU
825,PISASCIENCE,GIRL,MEANSCORE,A,2006,523.0,Slovenia,EU
826,PISASCIENCE,GIRL,MEANSCORE,A,2009,519.0,Slovenia,EU
827,PISASCIENCE,GIRL,MEANSCORE,A,2012,518.717,Slovenia,EU
828,PISASCIENCE,GIRL,MEANSCORE,A,2015,516.0,Slovenia,EU
829,PISASCIENCE,GIRL,MEANSCORE,A,2018,512.0,Slovenia,EU
830,PISASCIENCE,BOY,MEANSCORE,A,2006,499.441,Wrong_name,Wrong_name
831,PISASCIENCE,BOY,MEANSCORE,A,2009,500.853,Wrong_name,Wrong_name
832,PISASCIENCE,BOY,MEANSCORE,A,2012,501.863,Wrong_name,Wrong_name
833,PISASCIENCE,BOY,MEANSCORE,A,2015,495.0,Wrong_name,Wrong_name
834,PISASCIENCE,BOY,MEANSCORE,A,2018,488.0,Wrong_name,Wrong_name
835,PISASCIENCE,GIRL,MEANSCORE,A,2006,497.118,Wrong_name,Wrong_name
836,PISASCIENCE,GIRL,MEANSCORE,A,2009,500.824,Wrong_name,Wrong_name
837,PISASCIENCE,GIRL,MEANSCORE,A,2012,500.406,Wrong_name,Wrong_name
838,PISASCIENCE,GIRL,MEANSCORE,A,2015,491.0,Wrong_name,Wrong_name
839,PISASCIENCE,GIRL,MEANSCORE,A,2018,490.0,Wrong_name,Wrong_name
840,PISASCIENCE,BOY,MEANSCORE,A,2015,485.0,Latvia,EU
841,PISASCIENCE,BOY,MEANSCORE,A,2018,483.0,Latvia,EU
842,PISASCIENCE,GIRL,MEANSCORE,A,2015,496.0,Latvia,EU
843,PISASCIENCE,GIRL,MEANSCORE,A,2018,491.0,Latvia,EU
844,PISASCIENCE,BOY,MEANSCORE,A,2015,559.0,Singapore,AS
845,PISASCIENCE,GIRL,MEANSCORE,A,2015,552.0,Singapore,AS
846,PISASCIENCE,BOY,MEANSCORE,A,2015,421.0,Colombia,SA
847,PISASCIENCE,BOY,MEANSCORE,A,2018,420.0,Colombia,SA
848,PISASCIENCE,GIRL,MEANSCORE,A,2015,411.0,Colombia,SA
849,PISASCIENCE,GIRL,MEANSCORE,A,2018,407.0,Colombia,SA
850,PISASCIENCE,BOY,MEANSCORE,A,2015,523.0,Hong Kong,AS
851,PISASCIENCE,GIRL,MEANSCORE,A,2015,524.0,Hong Kong,AS
852,PISASCIENCE,BOY,MEANSCORE,A,2015,402.0,Peru,SA
853,PISASCIENCE,GIRL,MEANSCORE,A,2015,392.0,Peru,SA
854,PISASCIENCE,BOY,MEANSCORE,A,2015,535.0,"Taiwan, Province of China",AS
855,PISASCIENCE,GIRL,MEANSCORE,A,2015,530.0,"Taiwan, Province of China",AS
856,PISASCIENCE,BOY,MEANSCORE,A,2015,525.0,Macao,AS
857,PISASCIENCE,GIRL,MEANSCORE,A,2015,532.0,Macao,AS
858,PISASCIENCE,BOY,MEANSCORE,A,2018,420.0,Costa Rica,'NA'
859,PISASCIENCE,GIRL,MEANSCORE,A,2018,411.0,Costa Rica,'NA'
860,PISASCIENCE,BOY,MEANSCORE,A,2018,479.0,Lithuania,EU
861,PISASCIENCE,GIRL,MEANSCORE,A,2018,485.0,Lithuania,EU
